Görüş,Durum
Daha alalı 1 ay oldu şarj cihazından yanık kokusu geldi ve dedim ki şarj cihazı arızalı ama başka bir şarj cihazı taktım şarj edeyim diye onuda yaktı şimdi kara kara 300 TL fazla verip Lenovo yada başka bir marka almadığıma pişmanım.Pazartesi servis aranacak çile babam çile,0
KUÇUK SEMPATİK DUYARSIZ YAVAŞ,0
cayinin tadi harika çaydanlıkta pişmiş gibi çok büyükte değil çok ideal çok begendim,1
Ürün renk olarak güzel fakat hem kalıcı değil hemde dağılıyor hemde öyle böyle değil.Daha uygun fiyata daha kaliteli rujlarım olmuştu.Tavsiye etmiyorum.,0
Organize bir şekilde insanların parasını gasp ediyorlar. Defolu ürünü gönderiyorlar. Ürünü ertesi günü iade ediyorum. Nasıl oluyorsa iade ürün Kargosu üç içinde ellerine geçmiyor. Süresi içinde ürünü teslim etmediniz diye, ürün iadesini red ediyorlar. HARAM ZIKKIM OLSUN.,0
Aciklamalarinda 2 adet usb portu var diye yazmislar n16 modelde yok. Hd baglarim diye düşünmüştüm. Sizde buna aldanmayin. Aciklama kismini 10 kere okudum şimdi degistirebilirler.,0
Ürün gayet çok güzel ve çok kaliteli...Neredeyse yarı fiyatına aldık...,1
Zamanında teslim aldım eksiksiz ve sapasağlam çok teşekkürlerpuanum çok iyi çok teşekkür ederim,1
rakamlı tuşlar ve padometre calışmıyor,0
Ürün daha kaliteli olabilir diye umuyordum. Üst kapak sıklıkla açılıyor . Genel olarak servis kurulum için aynı gün geldi.,2
Ürünü beğendik. çok hızlı geldi paketleme güzeldi. Kullandiķca gorecegiz kalitesini.ama ilk intiba olimlu.,1
Ürün güzel paketlenmedigi için elime ulaştığında hasar görmüştü iade talebi oluşturdum ve gönderdim inşallah sıkıntı olmadan iade olur,0
hayır beğenmedim cok büyük cok yer kapliyo ayrıca iç haznesi çıkmıyor temizlemek zor. uğraşmamak için geri göndermedim,0
Kulaklık araştırıyorum. Güzel bir indirim gelirse alabilirim.,2
Minecraft ve Zula’yı rahat oynarmıyım?,0
1. yorum tarihi 23.112019 marka takıntım yok. araştırmalar,karşılaştırmalar ve incelemeler sonucunda kasım 2017 de izmit mediaarkt tan aldım. yorum tarihi itibariyle hemen hemen hergün ve günde 1-4 kez kez çamaşır yıkamasına rağmen takır takır,sessiz sessiz çalışıyor. 2. 15 dakikalık kısa yıkama proğramı çok işe yarıyor. 3. proğram özellikleri çok iyi ( bitiş ikazı, tül kırıştırmama özelliği,çalışırken durdurup açabilme özelliği...) aynı katogoridekilerin en iyisi. gönül rahatlığı ile alın güle güle iyi günlerde kullanın.,1
Gayet kullanisli.,1
yazıkların olsun .bir dünya markası olan samsung elektonik..bir emekli öğretmenin tv parasına ihiyacı varmış.. efsane cuma diye ki kara cuma dır adı.. birsamsung tv aldım .alınan tv nin kenarında küçük bir ezik var diye samsung alaşehir servisi kutuyu yırtık olara göstermeye çalıştı .sebebi üst yönetimden .çekiniyor olmasıdır.eyy Türkiye halkı .. Alaşehir halkı. böyle durumlarda yanımda samsung servisi yada uluslararası samsung firması var sanmayın .thepsi burada yetkilileri onlarda yoklar..kısaca sı paranızı alırlar..yaya bırakırlar sizi..mücadele elbette devam edecek..anacak sosyal madya facabook , twwitter gibi alanalrda hergün bu yapılanları yazacagım ..gerekekirse tv manisa alaşehir servisi önünde yerel gazetecileri çagırarak açıklama yaparak cayır cayır yakacağım .bir sonuç alamazsam bu da sırada ..hepsi burada ve samsung satış yaparak para kazanacak emekli bedel ödeyecek..benim tek suçum bu marakalara güvenmekmi dir..benim yaptığım sadece paramı ödedim. samsung tv istedim fabrikada yüklenirken mi mağazadan yüklenirken mi yolda kargo getirkenmi kırıldı ne bilirimben.. BEN SADECE TV ALMAK İSTEDİM ..DUYY BUNLARI TÜRK HALKI ...BU FİRMALAR BÖYLEEEE,0
Mağaza urunle ilgili sorun yasadigimda telefonlari acmiyordu urunu alinca sorun olmuyorda urunde sorun yasayinca cvp yok,0
Bi benim ütüm mü su akıtıyor hayal kırıklığı,0
Urunu daha denemedim her tarafi cizik icinde fakat paketleme berbat geldi magaza hic bir sekilde bant cekemediniz mi biraz ozenin gonderdiniz urune.,0
Fiyata göre iyi demişler ama bence okadar etmez. Radyo analog kanal tutturamıyorsunuz,stereo da tam bir cızırtı geliyor,cd ve usb iyi calışıyor, uzaktan kumanda olması iyi. usb girişi arkada bu kötü. Ses kalitesi 1980 lerin radyolarından farklı değil. Mutfak veya banyoda ses olsun yeter diyorsaniz alınabilir.,2
Cam hazneli ürünlerde en ucuzu bu olduğu için aldım. Fakat 3 ayda bozuldu. ürünün sadece cam kısmı sağlam, diğer parçaları beş para etmez. sadece menemen malzemesi için kullandık, o da soğan, biber, domates. 3 ay içinde bıçağı dönmez oldu. Garanti kapsamında servise gönderdik. servis yapmış, bıçağını değişmiş daha güzel bir bıçak takılmış. fakat bu sefer de tuşlarını batırmış. tuşlara 5 kez basıyorsun 1 kez çalışıyor. Annemin Fakir var yıllardır canavar gibi çalışıyor. bu haliyle sadece 1 puan veririm. ama fiyata göre en fazla 3,0
Fiyatına gore gayet başarılı ve büyük tavsiye ederim. Sadece arada kaynatmak gerekiyor sıcak tutma oz3lligi çok verimli değil,1
Bu tür ürünleri hele ki ucuz fiyata alırken yıllarca sorunsuz bir şekilde kullanırım diye boş hayallere kapılmayın. Bir yıl giderse iyidir, daha uzun süre giderse kârdır. Eğer bu şekilde düşünürseniz ürün fena değil, bir iki sene kullanabilirsiniz.,2
Yerli marka desteği için aldık. Doğru düzgün bilgi ve kargo yok.,0
Arkadaşlar merhaba. Modemi çok araştırarak aldım fakat kurulumunu bir türlü yapamadım. İnternet sağlayıcım Türknet. Asus tan destek aldım ama yine olmadı ve bende cihazı hiç kullanamadan servise göndermek zorunda kaldım.,0
ürün güzel tasarımı iyi yapılmış güzelde emiş gücü var sadece temin eden şirket biraz geç kargoya verdi bilmiyorum başka yerden mi getirdi ondan mı ama hepsi burada.com durumu halleti.tşkl.,2
Dablumbazı görmeden yorum yapılmaz ürün yok piyasada güvenli yerden kargo teslimi olmadan nasıl para aktarılıyo anlamadım n.11 in kendini güncellemesi eksiklerini tamamlaması muşterisinin maduriyetini gidermesi gerek,0
hiç beğenmedim urunu...................,0
ürünün antenleri resimde göründüğünün dört katı küçük.yanıltıcı resim, resimde antenleri büyük göstererek pazarlıyorlar. gelince hayal kırıklığı.,0
Evde sadece kendiniz için alıyorsanız ve fazla para vermek istemiyorsanız alınabilir. Yoksa sesi fazla çıkmıyor ve bass boğuluyor. Ben okulda kullanmak için almıştım. İşimi görüyor ama istediğim gibi çıkmadı.,2
ürün çok kalitelidir,1
İyi gbi uzun vadede kndşne blli eder,2
Fiyatına göre ürün küçük ama kaliteli ve şık,2
Rengi de çok güzel işlevselliği de, kaliteli ve fiyat olarak da uygun. Hediye olarak almıştım kendime de bir tane almayı düşünüyorum.,1
Bu ürünü önceden buradan almıştım. Fiyatı 60 civarı bir şeydi fakat şimdi artmış. Ürüne gelecek olursak kesinlikle tavsiye ederim çok kaliteli bir ürün arkadaşlar.,2
Faydalı kullanıyoruz memnunuz,1
Urunu attigim fotoda ki gibi paketlemeden posete bile koymadan gondermisler. Kutu acilmis ve urun resmen disari cikmis.,0
Çeyizim için almıştım severek kullanıyorum 😻,1
çok kötü hiç hoşuma gitmedi,0
çok yavaş çalışıyor. tamirli olduğu için,0
Kendine faydası yok,0
Kendi saç telim ince olduğu için belkide bilemiyorum ama almazsanızda olur diye düşünüyorum. Beklediğim gibi değildi. Tavsiye edemeyeceğim. Yinede karar sizin.,0
İçinde kumanda çıktı diye sevinip boşuna pil takmayın çalışmıyor. Muhtemelen çocuklar için oyuncak koymuşlar.,2
Mouseyi beğendim hassasiyeti el konforu falan güzel tek sıkıntısı rengi biraz soluk geldi ben daha canlı bir şey bekliyordum,2
Daha önce kullanmış olduğumuz aspiratör plastikti kağıt üzerinde bu ürünün metreküp alanı çekim gücü fazla fakat daha önceki ürün bu üründen daha fazla duman çekiyor, üründe bozuklukmu var yoksa normal halimi böyle, mutfak camına takılı fakat sigara dumanını istediğimiz ölçüde çekmiyor, yerkili arkadaş geri dönüş sağlarsa sevinirim.,2
kargo hizli geldi. servisi kurulumu zamaninda yapyi bu konularda sikintisizdi. ancak davlumbazi yemeğin altini acmadan once 10 dk en dusuk konumda calistirmak lazimmis. eger calistirmazsaniz kokuyu cekmiyormus. ki bence çekim gücü iyi degil. fırını geç pişiriyor. cam ankastre olduğu icin güveç yapilmayacakmis çünkü güveç camın patlamasina neden oluyormus.,2
Üründe sorun yok.Fakat mağaza faturasız gönderiyor..,2
ürün gayet güzel soğutmuyor beklemedeyken,1
urun kutusu paramparça geldi. Ev kullanımı için ideal.,2
Ürünün kapağı yoktu içinde ve performansı düşük bence,0
1 yönleri: ürün çok iyi,1
Yorumlara aldanmayin, ürünü kuranlar kuruldugu gün 5 puan veriyorlar. Hiç bir anlami yok, ürünü hergün kapatip açmak zorundayiz, çalismasi DNS bozuklugu yüzünden duruyor, 50 TL fazla verip baska marka ve model alin.,0
Kalitesiz!,0
bu televizyonu çok isteyerek aldım yalnız kargodan dolayı kırılmış ve iade ettim kargocular lütfen biraz daha dikkat,0
Çok iyi fiyat.. zamanında teslim,1
1 yönleri: Mikserim canım mikserim. Bildiğiniz master chef. Ürün; renk, tasarım ve fonksiyon olarak iyi. Kalite fiyat olarak da iyi. Benim mutfaktaki elim kolum resmen. muhakkak alin pisman olmazsiniz kesinlikle. Çok kaliteli ve çok işlevsel bir ürün.,1
Çok iyi bir kahve makinesi çok memnun kaldım çok güzel kahveler yapabilirsiniz tavsiye ederim,1
Büyük bir hevesle aldım. Ürünün plastik aksamı (yani smoothie yaptığınız bardak gibi kısımlar) bulaşık makinasında yıkanamıyor. yıkadığınızda pet su şisesi gibi sıcaktan şekli bozuluyor. muhtemelen sağlığa da çok zararlı çok kalitesiz bir plastikten yapılmış. bir daha asla bu markadan alışveriş yapmam. ucuz etin yahnisi yenmiyormuş gerçekten.,0
berbat rezalet resmen,0
saç boyamdan çıkmıştı ilk olarak ordan gördüm sipariş verdim ,iki kere kullandım hoşuma gitti duştan sonra saçlarımı daha rahat tarıyorum kolay tarama spreylerinden daha güzel,2
Çok başaralı bir ürün, daha pahalı markalara fazla para vermeye hiç gerek yok.. Piyasada en ucuz fiyata Trendyol'dan aldık. Teşekkürler,1
İki adet aldim bu telefondan. Birini kardesime hediye aldim sebeke sikintisi cikti sifir cihazdan. Garantiye gonderdim ama mahcup oldum kardesime. Dierinde bir sorun yok. Mahcup oldugum icin cok kotu not verdim,0
süpürge ilk 1 ay gayet güzel çekiyordu ancak her geçen gün daha az çekmeye başladı philips maraton modelini tercih edin bence çok sessiz olduğu kesin ama halının üstündeki tüyleri bile çekmiyor,0
Ürün kaliteli ve hoş bu açıdan diyeceğim yok. Elime çok hızlı ulaştı buda çok güzel. Ancak bu ürünü almamın sebebi sessiz olduğu söylenilmesiydi. Mouse kesinlikle ses çıkarmıyor evet ama klavyenin herhangi bir klavyeden bir farkı yok bu açıdan.,2
Ürün açıklamasında motor gücü 190w, gelen ürün üzerinde 140w yazıyor. Ayrıca kasa sacı çok zayıf,2
1 yönleri: Yorumlara bakarak almıştım. Guzel bır urun sadece dokunmatiğini begenmedım. Daha once bende fujitsı vardı dehset hızlı ve guzeldi. Sayfalar arası gezınırken bıraz zorluyor. Onun harıcınde fena degıl.,2
bu tür cihazları görerek deneyerek almak daha doğru, fiyatına göre biraz sönük kaldı.(yapılan yorumlara istinaden sipariş vermiştim.),0
Yaklaşık 10 aydır kullanyorum- kendisiyle beraber aldığım bir çok elektronik eşya içinde en iyi ürün ütü çıktı. Normal bir ütü arıyorsanız gönül rahatlığı ile tavsiye ederim.,1
0 yönleri: FATURA YOLLAMADI,0
2 3 kisilik aile için yeterli,1
Her seferinde farklı tn yolluyorlar,0
berbat bi urun.demlik kapagi oturmuyor.demlik suzgeciyle kapat dengesiz.cay demlenmeden kapak ve demlik suzgecini zorlayarak belki otutturabilursinuz. demledikten sonra kapagi kapatmakla ugrasmayin kapanmiyor. ayrica elinizi yakma ihtimaliniz cok yuksek.kapagi kapanmiyorsa soguyan demle cay icmek zorundasiniz.kesinlikle tavsiye etmem,0
ürünü alalı 15veya 20 gün oldu gerçekten ürün süper meraklı olana bu ürünü tavsiye ederim hepsiburadacoma teşekkür ederim,1
Merhaba ürün paketi kutunun baloncuklu torbaya sarılmış haliydi. Ürün geldiğinde çalışmıyordu. Ayak bölümündeki plastik bir parça hatalı takıldığı için güvenlik butonuna basılmadığını farkettim ve parçayı söküp doğru taktım ve cihaz çalıştı. Isıtma özelliği iyi. Ürün kalitesi çok düşük ancak iş görür,2
Tek kelimeyle süpersin,1
Ayy hem ucuz hem de iş görüyor daha ne isterim yalnız çalıştığı zaman evde inşaat varmış gibi ses yapıyor haberiniz olsun onun dışında güzel 😂😂,1
Hediye olarak aldım çok beğenildi..birçok modeli araştırdım ama genel olarak 1 yorum olan ürün olunca gönül rahatlığıyla siparişini verdim,1
Alalı 2 ay olmadı sağ kulaklığı gitti hemen. Ses dengeleri güzel fakat hemen bozulabiliyor.Kablo yapısı kötü. Almanızı tavsiye etmem,0
1 yönleri: ürün çok güzel ısıtıyor. gönül rahatlılığı ile alabilirsiniz. 0 yönleri: ürünü aldık ancak acil ankara dışında olduğumuzdan dolayı ürünü 1 hafta sonra açabildik. sonra dikkat ettiğimizde rezidansların çatlak olduğunu gördük. 3 de çatlak bu şekilde kullanmak zorundayız. anladığım kadarıyla ürünler kontrol edilmeden gönderiliyor. o yüzden satıcının puanını kırıyorum.,0
Çok güzel yeni aldım ben bayiden aldım biraz pahalı ama çok güzel bir ürün,0
Ürün teşhir ürünü gibi çok tozlu ve pisdi. Kutuda herhangi bir koruma yoktu muhtemelen raftan alınıp direk içine konulmuş. Daha önce başka bir siteden almıştım aynısını aldım ama bu çok daha kalitesiz defolu gibiydi. Kesinlikle kimseye tavsiye etmiyorum,0
urun cok guzel ve paketlemesı gayet basarılı,1
ürün güzel gayet kullanışlı yer kaplamıyor teşekkürler hepsi burada.com müşterilerinize kaliteyi ucuza alma imkanını veriyorsunuz bence en güvenilir alışveriş sitesisiniz,2
Çeyiz için aldım, iyi bi ürün. İlk denemelerden memnun kaldım.,1
Kesinlikle almayın ne kargosu düzgün ne gönderen firma. Ürünü bozuk gönderiyor iade ediyoruz tekrar aynı ürünü eve teslimatini yapıyor,0
gayet iyi geldi paketlemside çok basarilii,1
donuyor. uygulama yüklenmiyor. Facebook ve Instagram da kendi kendine beğenip biseyler yapıyor. bunu. almak yerine biraz daha para koyup bundan iyi cihazlar alabilirsiniz,0
Arada bir cızırtı ediyor ama işimi görüyor. Çünkü sesi çok iyi veriyor. Bas sistemi çok övülmüş tanıtımda ama tam tersi baslar hiç duyulmuyor denilebilir. Kulaktan hiç düşmemesi güzel yanlarından birisi, ilk defa bir kulaklığım kulağımda sabit kalıyor.,2
Aslında ürün ile ilgili bir sıkıntım yok. Elime ulaştı. Gayet güzel şık ve hızlı ancak kafama bir şey takıldı. Ram frekansı 2666 mhz diyor ama Cpu-Z programını indirdiğimde ram frekansı 1333 olarak gözüküyor. Bunu detaylı araştıracağım. Umarım cpu-z programı beni yanıltıyordur!,2
bir-iki kez değil bitene kadar kullandım, pek bir faydasını görmedim. mucize beklemeyin.,0
Hediye almıştım gayet güzel geldi,1
Sivilcelerime hiçbir etki yapmıyor. Kişiden kişiye değişiyor sanırım. Ben memnun kalmadım. Sürüp yatıyorum ertesi gün aynı. Tekrar uyguluyorum yok yok.,0
Ürün gayet güzel,fazla yer de kaplamiyor tostu çıtır çıtır güzelce yapıyor ben çok beğendim👍🏼,1
Harika 😍😍😍😍😍😍,1
Hem fiyatı hem kendi makul, teşekkürler,1
Açıklamada ips yaziyordu, tn panel geldi ve renk kalitesi kötü.,0
Uzun mesafe koşularda kullanmak için almıştım. İlk iki kullanımda her şey yolundaydı ancak bugünkü koşuda rüzgarlığın her temasında ya müzik değiştirdi, durdurdu ya da kapattı. Ayrıca ses kontrolü fonksiyonu çalışmıyor. Dolayısıyla Dokunmatik kontrolleri maalesef çok kötü.,0
fiyat ve kalite mükemmel,1
Ürünü direkt paketleyip gondermisler, özensiz satıcı, aynı ürünü farklı bir yerden almanızı ısrarla öneririm, hediye aldıgımı, özenle paketlenmesini istememe ragmen, paket yolda yamuk yumuk olmus..,0
Uzak durun... kullanışsız. stop kısmı çabuk bozuluyor. takıp çıkarmak büyük sorun oluyor. yani 3 ay sonra kırıp sadece içindekini kullanmak zorunda kalıyorsunuz... sinir hastası olmak istemiyorsanız uzak durun.,0
Ürünün çekiş gücü gayet güzel. Ufak bir ürün ama bana yeterli gayet güzel. Tavsiye ediyorum.,1
Çamaşırı köpürtmeden yıkıyo bu normal mı değil mi anlam veremedm,0
Gereğinden fazla ağır ev süpüreni yoruyor,0
Ben j7 yi hb dan almadım ama bir tanede burdan almayı düşünüyorum eşim için eşim A30 kullanıyor dokunmatiği j7 kadar algılamıyor ben hemen hemen 3 yıldır kullanıyorum çok memnunum,1
Ürünün kendisine bakarak parçaları monte edebilirsiniz. Çok basit. Ancak iki uzun parça birbirine geçmiyor. Pense gibi bir aleti yardımı ile genişletmek gerekiyor. Öğrenci evinde pense yok :(,2
